antibody,binds
BD55-5175,Omicron BA.2/BA.5
BD55-5175,Wuhan-Hu-1
BD55-5176,Omicron BA.2/BA.5
BD55-5176,Wuhan-Hu-1
BD55-5182,Omicron BA.2/BA.5
BD55-5182,Wuhan-Hu-1
BD55-5183,Omicron BA.2/BA.5
BD55-5183,Wuhan-Hu-1
BD55-5189,Omicron BA.2/BA.5
BD55-5189,Wuhan-Hu-1
BD55-5195,Omicron BA.2/BA.5
BD55-5195,Wuhan-Hu-1
BD55-5196,Omicron BA.2/BA.5
BD55-5196,Wuhan-Hu-1
BD55-5198,Omicron BA.2/BA.5
BD55-5198,Wuhan-Hu-1
BD55-5200,Omicron BA.2/BA.5
BD55-5200,Wuhan-Hu-1
BD55-5201,Omicron BA.2/BA.5
BD55-5201,Wuhan-Hu-1
BD55-5205,Omicron BA.2/BA.5
BD55-5205,Wuhan-Hu-1
BD55-5212,Omicron BA.2/BA.5
BD55-5212,Wuhan-Hu-1
BD55-5215,Omicron BA.2/BA.5
BD55-5215,Wuhan-Hu-1
BD55-5219,Omicron BA.2/BA.5
BD55-5219,Wuhan-Hu-1
BD55-5223,Omicron BA.2/BA.5
BD55-5223,Wuhan-Hu-1
BD55-5226,Omicron BA.2/BA.5
BD55-5226,Wuhan-Hu-1
BD55-5228,Omicron BA.2/BA.5
BD55-5228,Wuhan-Hu-1
BD55-5233,Omicron BA.2/BA.5
BD55-5233,Wuhan-Hu-1
BD55-5234,Omicron BA.2/BA.5
BD55-5234,Wuhan-Hu-1
BD55-5236,Omicron BA.2/BA.5
BD55-5236,Wuhan-Hu-1
BD55-5238,Omicron BA.2/BA.5
BD55-5238,Wuhan-Hu-1
BD55-5239,Omicron BA.2/BA.5
BD55-5239,Wuhan-Hu-1
BD55-5242,Omicron BA.2/BA.5
BD55-5242,Wuhan-Hu-1
BD55-5245,Omicron BA.2/BA.5
BD55-5245,Wuhan-Hu-1
BD55-5248,Omicron BA.2/BA.5
BD55-5248,Wuhan-Hu-1
BD55-5250,Omicron BA.2/BA.5
BD55-5250,Wuhan-Hu-1
BD55-5251,Omicron BA.2/BA.5
BD55-5251,Wuhan-Hu-1
BD55-5256,Omicron BA.2/BA.5
BD55-5256,Wuhan-Hu-1
BD55-5259,Omicron BA.2/BA.5
BD55-5259,Wuhan-Hu-1
BD55-5263,Omicron BA.2/BA.5
BD55-5263,Wuhan-Hu-1
BD55-5264,Omicron BA.2/BA.5
BD55-5264,Wuhan-Hu-1
BD55-5265,Omicron BA.2/BA.5
BD55-5265,Wuhan-Hu-1
BD55-5267,Omicron BA.2/BA.5
BD55-5267,Wuhan-Hu-1
BD55-5268,Omicron BA.2/BA.5
BD55-5268,Wuhan-Hu-1
BD55-5271,Omicron BA.2/BA.5
BD55-5271,Wuhan-Hu-1
BD55-5276,Omicron BA.2/BA.5
BD55-5276,Wuhan-Hu-1
BD55-5284,Omicron BA.2/BA.5
BD55-5284,Wuhan-Hu-1
BD55-5286,Omicron BA.2/BA.5
BD55-5286,Wuhan-Hu-1
BD55-5293,Omicron BA.2/BA.5
BD55-5293,Wuhan-Hu-1
BD55-5296,Omicron BA.2/BA.5
BD55-5296,Wuhan-Hu-1
BD55-5300,Omicron BA.2/BA.5
BD55-5300,Wuhan-Hu-1
BD55-5301,Omicron BA.2/BA.5
BD55-5301,Wuhan-Hu-1
BD55-5303,Omicron BA.2/BA.5
BD55-5303,Wuhan-Hu-1
BD55-5304,Omicron BA.2/BA.5
BD55-5304,Wuhan-Hu-1
BD55-5305,Omicron BA.2/BA.5
BD55-5305,Wuhan-Hu-1
BD55-5309,Omicron BA.2/BA.5
BD55-5309,Wuhan-Hu-1
BD55-5311,Omicron BA.2/BA.5
BD55-5311,Wuhan-Hu-1
BD55-5319,Omicron BA.2/BA.5
BD55-5319,Wuhan-Hu-1
BD55-5320,Omicron BA.2/BA.5
BD55-5320,Wuhan-Hu-1
BD55-5323,Omicron BA.2/BA.5
BD55-5323,Wuhan-Hu-1
BD55-5324,Omicron BA.2/BA.5
BD55-5324,Wuhan-Hu-1
BD55-5325,Omicron BA.2/BA.5
BD55-5325,Wuhan-Hu-1
BD55-5326,Omicron BA.2/BA.5
BD55-5326,Wuhan-Hu-1
BD55-5327,Omicron BA.2/BA.5
BD55-5327,Wuhan-Hu-1
BD55-5333,Omicron BA.2/BA.5
BD55-5333,Wuhan-Hu-1
BD55-5339,Omicron BA.2/BA.5
BD55-5339,Wuhan-Hu-1
BD55-5342,Omicron BA.2/BA.5
BD55-5342,Wuhan-Hu-1
BD55-5343,Omicron BA.2/BA.5
BD55-5343,Wuhan-Hu-1
BD55-5346,Omicron BA.2/BA.5
BD55-5346,Wuhan-Hu-1
BD55-5354,Omicron BA.2/BA.5
BD55-5354,Wuhan-Hu-1
BD55-5358,Omicron BA.2/BA.5
BD55-5358,Wuhan-Hu-1
BD55-5359,Omicron BA.2/BA.5
BD55-5359,Wuhan-Hu-1
BD55-5361,Omicron BA.2/BA.5
BD55-5361,Wuhan-Hu-1
BD55-5365,Omicron BA.2/BA.5
BD55-5365,Wuhan-Hu-1
BD55-5379,Omicron BA.2/BA.5
BD55-5379,Wuhan-Hu-1
BD55-5380,Omicron BA.2/BA.5
BD55-5380,Wuhan-Hu-1
BD55-5382,Omicron BA.2/BA.5
BD55-5382,Wuhan-Hu-1
BD55-5384,Omicron BA.2/BA.5
BD55-5384,Wuhan-Hu-1
BD55-5386,Omicron BA.2/BA.5
BD55-5386,Wuhan-Hu-1
BD55-5387,Omicron BA.2/BA.5
BD55-5387,Wuhan-Hu-1
BD55-5389,Omicron BA.2/BA.5
BD55-5389,Wuhan-Hu-1
BD55-5395,Omicron BA.2/BA.5
BD55-5395,Wuhan-Hu-1
BD55-5396,Omicron BA.2/BA.5
BD55-5396,Wuhan-Hu-1
BD55-5397,Omicron BA.2/BA.5
BD55-5397,Wuhan-Hu-1
BD55-5399,Omicron BA.2/BA.5
BD55-5399,Wuhan-Hu-1
BD55-5400,Omicron BA.2/BA.5
BD55-5400,Wuhan-Hu-1
BD55-5402,Omicron BA.2/BA.5
BD55-5402,Wuhan-Hu-1
BD55-5404,Omicron BA.2/BA.5
BD55-5404,Wuhan-Hu-1
BD55-5406,Omicron BA.2/BA.5
BD55-5406,Wuhan-Hu-1
BD55-5408,Omicron BA.2/BA.5
BD55-5408,Wuhan-Hu-1
BD55-5411,Omicron BA.2/BA.5
BD55-5411,Wuhan-Hu-1
BD55-5413,Omicron BA.2/BA.5
BD55-5413,Wuhan-Hu-1
BD55-5415,Omicron BA.2/BA.5
BD55-5415,Wuhan-Hu-1
BD55-5416,Omicron BA.2/BA.5
BD55-5416,Wuhan-Hu-1
BD55-5417,Omicron BA.2/BA.5
BD55-5417,Wuhan-Hu-1
BD55-5418,Omicron BA.2/BA.5
BD55-5418,Wuhan-Hu-1
BD55-5419,Omicron BA.2/BA.5
BD55-5419,Wuhan-Hu-1
BD55-5425,Omicron BA.2/BA.5
BD55-5425,Wuhan-Hu-1
BD55-5427,Omicron BA.2/BA.5
BD55-5427,Wuhan-Hu-1
BD55-5431,Omicron BA.2/BA.5
BD55-5431,Wuhan-Hu-1
BD55-5432,Omicron BA.2/BA.5
BD55-5432,Wuhan-Hu-1
BD55-5435,Omicron BA.2/BA.5
BD55-5435,Wuhan-Hu-1
BD55-5438,Omicron BA.2/BA.5
BD55-5438,Wuhan-Hu-1
BD55-5442,Omicron BA.2/BA.5
BD55-5442,Wuhan-Hu-1
BD55-5448,Omicron BA.2/BA.5
BD55-5448,Wuhan-Hu-1
BD55-5449,Omicron BA.2/BA.5
BD55-5449,Wuhan-Hu-1
BD55-5450,Omicron BA.2/BA.5
BD55-5450,Wuhan-Hu-1
BD55-5453,Omicron BA.2/BA.5
BD55-5453,Wuhan-Hu-1
BD55-5454,Omicron BA.2/BA.5
BD55-5454,Wuhan-Hu-1
BD55-5456,Omicron BA.2/BA.5
BD55-5456,Wuhan-Hu-1
BD55-5457,Omicron BA.2/BA.5
BD55-5457,Wuhan-Hu-1
BD55-5459,Omicron BA.2/BA.5
BD55-5459,Wuhan-Hu-1
BD55-5462,Omicron BA.2/BA.5
BD55-5462,Wuhan-Hu-1
BD55-5463,Omicron BA.2/BA.5
BD55-5463,Wuhan-Hu-1
BD55-5466,Omicron BA.2/BA.5
BD55-5466,Wuhan-Hu-1
BD55-5467,Omicron BA.2/BA.5
BD55-5467,Wuhan-Hu-1
BD55-5468,Omicron BA.2/BA.5
BD55-5468,Wuhan-Hu-1
BD55-547,Omicron BA.2/BA.5
BD55-547,Wuhan-Hu-1
BD55-5470,Omicron BA.2/BA.5
BD55-5470,Wuhan-Hu-1
BD55-5471,Omicron BA.2/BA.5
BD55-5471,Wuhan-Hu-1
BD55-5472,Omicron BA.2/BA.5
BD55-5472,Wuhan-Hu-1
BD55-5473,Omicron BA.2/BA.5
BD55-5473,Wuhan-Hu-1
BD55-5474,Omicron BA.2/BA.5
BD55-5474,Wuhan-Hu-1
BD55-5476,Omicron BA.2/BA.5
BD55-5476,Wuhan-Hu-1
BD55-5477,Omicron BA.2/BA.5
BD55-5477,Wuhan-Hu-1
BD55-5483,Omicron BA.2/BA.5
BD55-5483,Wuhan-Hu-1
BD55-5484,Omicron BA.2/BA.5
BD55-5484,Wuhan-Hu-1
BD55-5485,Omicron BA.2/BA.5
BD55-5485,Wuhan-Hu-1
BD55-5486,Omicron BA.2/BA.5
BD55-5486,Wuhan-Hu-1
BD55-5493,Omicron BA.2/BA.5
BD55-5493,Wuhan-Hu-1
BD55-5495,Omicron BA.2/BA.5
BD55-5495,Wuhan-Hu-1
BD55-5501,Omicron BA.2/BA.5
BD55-5501,Wuhan-Hu-1
BD55-5502,Omicron BA.2/BA.5
BD55-5502,Wuhan-Hu-1
BD55-5505,Omicron BA.2/BA.5
BD55-5505,Wuhan-Hu-1
BD55-5512,Omicron BA.2/BA.5
BD55-5512,Wuhan-Hu-1
BD55-5514,Omicron BA.2/BA.5
BD55-5514,Wuhan-Hu-1
BD55-5516,Omicron BA.2/BA.5
BD55-5516,Wuhan-Hu-1
BD55-5517,Omicron BA.2/BA.5
BD55-5517,Wuhan-Hu-1
BD55-5519,Omicron BA.2/BA.5
BD55-5519,Wuhan-Hu-1
BD55-5521,Omicron BA.2/BA.5
BD55-5521,Wuhan-Hu-1
BD55-5524,Omicron BA.2/BA.5
BD55-5524,Wuhan-Hu-1
BD55-5526,Omicron BA.2/BA.5
BD55-5526,Wuhan-Hu-1
BD55-5530,Omicron BA.2/BA.5
BD55-5530,Wuhan-Hu-1
BD55-5537,Omicron BA.2/BA.5
BD55-5537,Wuhan-Hu-1
BD55-5540,Omicron BA.2/BA.5
BD55-5540,Wuhan-Hu-1
BD55-5542,Omicron BA.2/BA.5
BD55-5542,Wuhan-Hu-1
BD55-5543,Omicron BA.2/BA.5
BD55-5543,Wuhan-Hu-1
BD55-5545,Omicron BA.2/BA.5
BD55-5545,Wuhan-Hu-1
BD55-5549,Omicron BA.2/BA.5
BD55-5549,Wuhan-Hu-1
BD55-5550,Omicron BA.2/BA.5
BD55-5550,Wuhan-Hu-1
BD55-5551,Omicron BA.2/BA.5
BD55-5551,Wuhan-Hu-1
BD55-5555,Omicron BA.2/BA.5
BD55-5555,Wuhan-Hu-1
BD55-5557,Omicron BA.2/BA.5
BD55-5557,Wuhan-Hu-1
BD55-5558,Omicron BA.2/BA.5
BD55-5558,Wuhan-Hu-1
BD55-556,Omicron BA.2/BA.5
BD55-556,Wuhan-Hu-1
BD55-5564,Omicron BA.2/BA.5
BD55-5564,Wuhan-Hu-1
BD55-5565,Omicron BA.2/BA.5
BD55-5565,Wuhan-Hu-1
BD55-5566,Omicron BA.2/BA.5
BD55-5566,Wuhan-Hu-1
BD55-5568,Omicron BA.2/BA.5
BD55-5568,Wuhan-Hu-1
BD55-5569,Omicron BA.2/BA.5
BD55-5569,Wuhan-Hu-1
BD55-557,Omicron BA.2/BA.5
BD55-557,Wuhan-Hu-1
BD55-5575,Omicron BA.2/BA.5
BD55-5575,Wuhan-Hu-1
BD55-5577,Omicron BA.2/BA.5
BD55-5577,Wuhan-Hu-1
BD55-5579,Omicron BA.2/BA.5
BD55-5579,Wuhan-Hu-1
BD55-5580,Omicron BA.2/BA.5
BD55-5580,Wuhan-Hu-1
BD55-5581,Omicron BA.2/BA.5
BD55-5581,Wuhan-Hu-1
BD55-5583,Omicron BA.2/BA.5
BD55-5583,Wuhan-Hu-1
BD55-5585,Omicron BA.2/BA.5
BD55-5585,Wuhan-Hu-1
BD55-5588,Omicron BA.2/BA.5
BD55-5588,Wuhan-Hu-1
BD55-5589,Omicron BA.2/BA.5
BD55-5589,Wuhan-Hu-1
BD55-5591,Omicron BA.2/BA.5
BD55-5591,Wuhan-Hu-1
BD55-5593,Omicron BA.2/BA.5
BD55-5593,Wuhan-Hu-1
BD55-5594,Omicron BA.2/BA.5
BD55-5594,Wuhan-Hu-1
BD55-5598,Omicron BA.2/BA.5
BD55-5598,Wuhan-Hu-1
BD55-5599,Omicron BA.2/BA.5
BD55-5599,Wuhan-Hu-1
BD55-5609,Omicron BA.2/BA.5
BD55-5609,Wuhan-Hu-1
BD55-5610,Omicron BA.2/BA.5
BD55-5610,Wuhan-Hu-1
BD55-5612,Omicron BA.2/BA.5
BD55-5612,Wuhan-Hu-1
BD55-5615,Omicron BA.2/BA.5
BD55-5615,Wuhan-Hu-1
BD55-5617,Omicron BA.2/BA.5
BD55-5617,Wuhan-Hu-1
BD55-5620,Omicron BA.2/BA.5
BD55-5620,Wuhan-Hu-1
BD55-5623,Omicron BA.2/BA.5
BD55-5623,Wuhan-Hu-1
BD55-5625,Omicron BA.2/BA.5
BD55-5625,Wuhan-Hu-1
BD55-5629,Omicron BA.2/BA.5
BD55-5629,Wuhan-Hu-1
BD55-5630,Omicron BA.2/BA.5
BD55-5630,Wuhan-Hu-1
BD55-5631,Omicron BA.2/BA.5
BD55-5631,Wuhan-Hu-1
BD55-5634,Omicron BA.2/BA.5
BD55-5634,Wuhan-Hu-1
BD55-5636,Omicron BA.2/BA.5
BD55-5636,Wuhan-Hu-1
BD55-5638,Omicron BA.2/BA.5
BD55-5638,Wuhan-Hu-1
BD55-5640,Omicron BA.2/BA.5
BD55-5640,Wuhan-Hu-1
BD55-5643,Omicron BA.2/BA.5
BD55-5643,Wuhan-Hu-1
BD55-5644,Omicron BA.2/BA.5
BD55-5644,Wuhan-Hu-1
BD55-5649,Omicron BA.2/BA.5
BD55-5649,Wuhan-Hu-1
BD55-5655,Omicron BA.2/BA.5
BD55-5655,Wuhan-Hu-1
BD55-5659,Omicron BA.2/BA.5
BD55-5659,Wuhan-Hu-1
BD55-5662,Omicron BA.2/BA.5
BD55-5662,Wuhan-Hu-1
BD55-5675,Omicron BA.2/BA.5
BD55-5675,Wuhan-Hu-1
BD55-5676,Omicron BA.2/BA.5
BD55-5676,Wuhan-Hu-1
BD55-5687,Omicron BA.2/BA.5
BD55-5687,Wuhan-Hu-1
BD55-5689,Omicron BA.2/BA.5
BD55-5689,Wuhan-Hu-1
BD55-5690,Omicron BA.2/BA.5
BD55-5690,Wuhan-Hu-1
BD55-5693,Omicron BA.2/BA.5
BD55-5693,Wuhan-Hu-1
BD55-5694,Omicron BA.2/BA.5
BD55-5694,Wuhan-Hu-1
BD55-5697,Omicron BA.2/BA.5
BD55-5697,Wuhan-Hu-1
BD55-5699,Omicron BA.2/BA.5
BD55-5699,Wuhan-Hu-1
BD55-5700,Omicron BA.2/BA.5
BD55-5700,Wuhan-Hu-1
BD55-5713,Omicron BA.2/BA.5
BD55-5713,Wuhan-Hu-1
BD55-5715,Omicron BA.2/BA.5
BD55-5715,Wuhan-Hu-1
BD55-5718,Omicron BA.2/BA.5
BD55-5718,Wuhan-Hu-1
BD55-5721,Omicron BA.2/BA.5
BD55-5721,Wuhan-Hu-1
BD55-5728,Omicron BA.2/BA.5
BD55-5728,Wuhan-Hu-1
BD55-5731,Omicron BA.2/BA.5
BD55-5731,Wuhan-Hu-1
BD55-5733,Omicron BA.2/BA.5
BD55-5733,Wuhan-Hu-1
BD55-5736,Omicron BA.2/BA.5
BD55-5736,Wuhan-Hu-1
BD55-5737,Omicron BA.2/BA.5
BD55-5737,Wuhan-Hu-1
BD55-5741,Omicron BA.2/BA.5
BD55-5741,Wuhan-Hu-1
BD55-5743,Omicron BA.2/BA.5
BD55-5743,Wuhan-Hu-1
BD55-5745,Omicron BA.2/BA.5
BD55-5745,Wuhan-Hu-1
BD55-5747,Omicron BA.2/BA.5
BD55-5747,Wuhan-Hu-1
BD55-5748,Omicron BA.2/BA.5
BD55-5748,Wuhan-Hu-1
BD55-5752,Omicron BA.2/BA.5
BD55-5752,Wuhan-Hu-1
BD55-5753,Omicron BA.2/BA.5
BD55-5753,Wuhan-Hu-1
BD55-5761,Omicron BA.2/BA.5
BD55-5761,Wuhan-Hu-1
BD55-5765,Omicron BA.2/BA.5
BD55-5765,Wuhan-Hu-1
BD55-5770,Omicron BA.2/BA.5
BD55-5770,Wuhan-Hu-1
BD55-5771,Omicron BA.2/BA.5
BD55-5771,Wuhan-Hu-1
BD55-5774,Omicron BA.2/BA.5
BD55-5774,Wuhan-Hu-1
BD55-5775,Omicron BA.2/BA.5
BD55-5775,Wuhan-Hu-1
BD55-5779,Omicron BA.2/BA.5
BD55-5779,Wuhan-Hu-1
BD55-5784,Omicron BA.2/BA.5
BD55-5784,Wuhan-Hu-1
BD55-5785,Omicron BA.2/BA.5
BD55-5785,Wuhan-Hu-1
BD55-5789,Omicron BA.2/BA.5
BD55-5789,Wuhan-Hu-1
BD55-5790,Omicron BA.2/BA.5
BD55-5790,Wuhan-Hu-1
BD55-5792,Omicron BA.2/BA.5
BD55-5792,Wuhan-Hu-1
BD55-5794,Omicron BA.2/BA.5
BD55-5794,Wuhan-Hu-1
BD55-5806,Omicron BA.2/BA.5
BD55-5806,Wuhan-Hu-1
BD55-5810,Omicron BA.2/BA.5
BD55-5810,Wuhan-Hu-1
BD55-5811,Omicron BA.2/BA.5
BD55-5811,Wuhan-Hu-1
BD55-5815,Omicron BA.2/BA.5
BD55-5815,Wuhan-Hu-1
BD55-583,Omicron BA.2/BA.5
BD55-583,Wuhan-Hu-1
BD55-5830,Omicron BA.2/BA.5
BD55-5830,Wuhan-Hu-1
BD55-5831,Omicron BA.2/BA.5
BD55-5831,Wuhan-Hu-1
BD55-5832,Omicron BA.2/BA.5
BD55-5832,Wuhan-Hu-1
BD55-5836,Omicron BA.2/BA.5
BD55-5836,Wuhan-Hu-1
BD55-5839,Omicron BA.2/BA.5
BD55-5839,Wuhan-Hu-1
BD55-5840,Omicron BA.2/BA.5
BD55-5840,Wuhan-Hu-1
BD55-5844,Omicron BA.2/BA.5
BD55-5844,Wuhan-Hu-1
BD55-5847,Omicron BA.2/BA.5
BD55-5847,Wuhan-Hu-1
BD55-5853,Omicron BA.2/BA.5
BD55-5853,Wuhan-Hu-1
BD55-5854,Omicron BA.2/BA.5
BD55-5854,Wuhan-Hu-1
BD55-5856,Omicron BA.2/BA.5
BD55-5856,Wuhan-Hu-1
BD55-5858,Omicron BA.2/BA.5
BD55-5858,Wuhan-Hu-1
BD55-5865,Omicron BA.2/BA.5
BD55-5865,Wuhan-Hu-1
BD55-5866,Omicron BA.2/BA.5
BD55-5866,Wuhan-Hu-1
BD55-587,Omicron BA.2/BA.5
BD55-587,Wuhan-Hu-1
BD55-5874,Omicron BA.2/BA.5
BD55-5874,Wuhan-Hu-1
BD55-5876,Omicron BA.2/BA.5
BD55-5876,Wuhan-Hu-1
BD55-5877,Omicron BA.2/BA.5
BD55-5877,Wuhan-Hu-1
BD55-5878,Omicron BA.2/BA.5
BD55-5878,Wuhan-Hu-1
BD55-5879,Omicron BA.2/BA.5
BD55-5879,Wuhan-Hu-1
BD55-5880,Omicron BA.2/BA.5
BD55-5880,Wuhan-Hu-1
BD55-5882,Omicron BA.2/BA.5
BD55-5882,Wuhan-Hu-1
BD55-5884,Omicron BA.2/BA.5
BD55-5884,Wuhan-Hu-1
BD55-5885,Omicron BA.2/BA.5
BD55-5885,Wuhan-Hu-1
BD55-5886,Omicron BA.2/BA.5
BD55-5886,Wuhan-Hu-1
BD55-5887,Omicron BA.2/BA.5
BD55-5887,Wuhan-Hu-1
BD55-5889,Omicron BA.2/BA.5
BD55-5889,Wuhan-Hu-1
BD55-5891,Omicron BA.2/BA.5
BD55-5891,Wuhan-Hu-1
BD55-5892,Omicron BA.2/BA.5
BD55-5892,Wuhan-Hu-1
BD55-5895,Omicron BA.2/BA.5
BD55-5895,Wuhan-Hu-1
BD55-5896,Omicron BA.2/BA.5
BD55-5896,Wuhan-Hu-1
BD55-5897,Omicron BA.2/BA.5
BD55-5897,Wuhan-Hu-1
BD55-5898,Omicron BA.2/BA.5
BD55-5898,Wuhan-Hu-1
BD55-5900,Omicron BA.2/BA.5
BD55-5900,Wuhan-Hu-1
BD55-5901,Omicron BA.2/BA.5
BD55-5901,Wuhan-Hu-1
BD55-5902,Omicron BA.2/BA.5
BD55-5902,Wuhan-Hu-1
BD55-5903,Omicron BA.2/BA.5
BD55-5903,Wuhan-Hu-1
BD55-5904,Omicron BA.2/BA.5
BD55-5904,Wuhan-Hu-1
BD55-5906,Omicron BA.2/BA.5
BD55-5906,Wuhan-Hu-1
BD55-5907,Omicron BA.2/BA.5
BD55-5907,Wuhan-Hu-1
BD55-5908,Omicron BA.2/BA.5
BD55-5908,Wuhan-Hu-1
BD55-5909,Omicron BA.2/BA.5
BD55-5909,Wuhan-Hu-1
BD55-5912,Omicron BA.2/BA.5
BD55-5912,Wuhan-Hu-1
BD55-5913,Omicron BA.2/BA.5
BD55-5913,Wuhan-Hu-1
BD55-5914,Omicron BA.2/BA.5
BD55-5914,Wuhan-Hu-1
BD55-5916,Omicron BA.2/BA.5
BD55-5916,Wuhan-Hu-1
BD55-5917,Omicron BA.2/BA.5
BD55-5917,Wuhan-Hu-1
BD55-5918,Omicron BA.2/BA.5
BD55-5918,Wuhan-Hu-1
BD55-5919,Omicron BA.2/BA.5
BD55-5919,Wuhan-Hu-1
BD55-5920,Omicron BA.2/BA.5
BD55-5920,Wuhan-Hu-1
BD55-5921,Omicron BA.2/BA.5
BD55-5921,Wuhan-Hu-1
BD55-5923,Omicron BA.2/BA.5
BD55-5923,Wuhan-Hu-1
BD55-5924,Omicron BA.2/BA.5
BD55-5924,Wuhan-Hu-1
BD55-5925,Omicron BA.2/BA.5
BD55-5925,Wuhan-Hu-1
BD55-5927,Omicron BA.2/BA.5
BD55-5927,Wuhan-Hu-1
BD55-593,Omicron BA.2/BA.5
BD55-593,Wuhan-Hu-1
BD55-5930,Omicron BA.2/BA.5
BD55-5930,Wuhan-Hu-1
BD55-5931,Omicron BA.2/BA.5
BD55-5931,Wuhan-Hu-1
BD55-5933,Omicron BA.2/BA.5
BD55-5933,Wuhan-Hu-1
BD55-5935,Omicron BA.2/BA.5
BD55-5935,Wuhan-Hu-1
BD55-5936,Omicron BA.2/BA.5
BD55-5936,Wuhan-Hu-1
BD55-5938,Omicron BA.2/BA.5
BD55-5938,Wuhan-Hu-1
BD55-5939,Omicron BA.2/BA.5
BD55-5939,Wuhan-Hu-1
BD55-5940,Omicron BA.2/BA.5
BD55-5940,Wuhan-Hu-1
BD55-5941,Omicron BA.2/BA.5
BD55-5941,Wuhan-Hu-1
BD55-5942,Omicron BA.2/BA.5
BD55-5942,Wuhan-Hu-1
BD55-5943,Omicron BA.2/BA.5
BD55-5943,Wuhan-Hu-1
BD55-5945,Omicron BA.2/BA.5
BD55-5945,Wuhan-Hu-1
BD55-5946,Omicron BA.2/BA.5
BD55-5946,Wuhan-Hu-1
BD55-5948,Omicron BA.2/BA.5
BD55-5948,Wuhan-Hu-1
BD55-5950,Omicron BA.2/BA.5
BD55-5950,Wuhan-Hu-1
BD55-5952,Omicron BA.2/BA.5
BD55-5952,Wuhan-Hu-1
BD55-5953,Omicron BA.2/BA.5
BD55-5953,Wuhan-Hu-1
BD55-5955,Omicron BA.2/BA.5
BD55-5955,Wuhan-Hu-1
BD55-5956,Omicron BA.2/BA.5
BD55-5956,Wuhan-Hu-1
BD55-5957,Omicron BA.2/BA.5
BD55-5957,Wuhan-Hu-1
BD55-5959,Omicron BA.2/BA.5
BD55-5959,Wuhan-Hu-1
BD55-5961,Omicron BA.2/BA.5
BD55-5961,Wuhan-Hu-1
BD55-5962,Omicron BA.2/BA.5
BD55-5962,Wuhan-Hu-1
BD55-5965,Omicron BA.2/BA.5
BD55-5965,Wuhan-Hu-1
BD55-5966,Omicron BA.2/BA.5
BD55-5966,Wuhan-Hu-1
BD55-5967,Omicron BA.2/BA.5
BD55-5967,Wuhan-Hu-1
BD55-5969,Omicron BA.2/BA.5
BD55-5969,Wuhan-Hu-1
BD55-5974,Omicron BA.2/BA.5
BD55-5974,Wuhan-Hu-1
BD55-598,Omicron BA.2/BA.5
BD55-598,Wuhan-Hu-1
BD55-5983,Omicron BA.2/BA.5
BD55-5983,Wuhan-Hu-1
BD55-5989,Omicron BA.2/BA.5
BD55-5989,Wuhan-Hu-1
BD55-599,Omicron BA.2/BA.5
BD55-599,Wuhan-Hu-1
BD55-5992,Omicron BA.2/BA.5
BD55-5992,Wuhan-Hu-1
BD55-5993,Omicron BA.2/BA.5
BD55-5993,Wuhan-Hu-1
BD55-5997,Omicron BA.2/BA.5
BD55-5997,Wuhan-Hu-1
BD55-600,Omicron BA.2/BA.5
BD55-600,Wuhan-Hu-1
BD55-6009,Omicron BA.2/BA.5
BD55-6009,Wuhan-Hu-1
BD55-6012,Omicron BA.2/BA.5
BD55-6012,Wuhan-Hu-1
BD55-6013,Omicron BA.2/BA.5
BD55-6013,Wuhan-Hu-1
BD55-6014,Omicron BA.2/BA.5
BD55-6014,Wuhan-Hu-1
BD55-6015,Omicron BA.2/BA.5
BD55-6015,Wuhan-Hu-1
BD55-6016,Omicron BA.2/BA.5
BD55-6016,Wuhan-Hu-1
BD55-6017,Omicron BA.2/BA.5
BD55-6017,Wuhan-Hu-1
BD55-6018,Omicron BA.2/BA.5
BD55-6018,Wuhan-Hu-1
BD55-6019,Omicron BA.2/BA.5
BD55-6019,Wuhan-Hu-1
BD55-6020,Omicron BA.2/BA.5
BD55-6020,Wuhan-Hu-1
BD55-6022,Omicron BA.2/BA.5
BD55-6022,Wuhan-Hu-1
BD55-6024,Omicron BA.2/BA.5
BD55-6024,Wuhan-Hu-1
BD55-6025,Omicron BA.2/BA.5
BD55-6025,Wuhan-Hu-1
BD55-6026,Omicron BA.2/BA.5
BD55-6026,Wuhan-Hu-1
BD55-6027,Omicron BA.2/BA.5
BD55-6027,Wuhan-Hu-1
BD55-6028,Omicron BA.2/BA.5
BD55-6028,Wuhan-Hu-1
BD55-6029,Omicron BA.2/BA.5
BD55-6029,Wuhan-Hu-1
BD55-603,Omicron BA.2/BA.5
BD55-603,Wuhan-Hu-1
BD55-6030,Omicron BA.2/BA.5
BD55-6030,Wuhan-Hu-1
BD55-6032,Omicron BA.2/BA.5
BD55-6032,Wuhan-Hu-1
BD55-6033,Omicron BA.2/BA.5
BD55-6033,Wuhan-Hu-1
BD55-6034,Omicron BA.2/BA.5
BD55-6034,Wuhan-Hu-1
BD55-6035,Omicron BA.2/BA.5
BD55-6035,Wuhan-Hu-1
BD55-6036,Omicron BA.2/BA.5
BD55-6036,Wuhan-Hu-1
BD55-6037,Omicron BA.2/BA.5
BD55-6037,Wuhan-Hu-1
BD55-6038,Omicron BA.2/BA.5
BD55-6038,Wuhan-Hu-1
BD55-6039,Omicron BA.2/BA.5
BD55-6039,Wuhan-Hu-1
BD55-6040,Omicron BA.2/BA.5
BD55-6040,Wuhan-Hu-1
